district,crop,pH,N,P,K,avg_temp,total_rainfall,avg_humidity,yield
Mulugu,Sugarcane,6.0,31,26,63,31.14965637666479,888.112329219941,78.31975234587415,66.88
Adilabad,Cotton,6.1,39,36,41,29.037506841888998,840.8756819012248,73.29156225401337,4.35
Jangaon,Maize,5.7,44,35,30,25.68023516446099,659.146559661667,40.7189553215403,4.39
Siddipet,Sunflower,6.7,69,68,72,36.08976352772341,797.0315612103252,75.97320099120044,3.6
Hanumakonda,Cotton,5.4,67,32,24,33.46790663787959,697.7833402326273,78.71994961037441,4.06
Nirmal,Bajra,5.2,48,35,70,23.354393639786764,865.1426765207698,82.83922473430633,3.54
Medchal Malkajgiri,Groundnut,5.8,161,74,75,28.761274571745375,358.3810563329348,79.51720961015741,4.93
Peddapalli,Groundnut,6.9,48,63,61,36.17268874074762,749.1594008892474,79.81320661959879,3.16
Mancherial,Red Gram,7.2,103,63,71,29.345551382662723,520.0459451148972,59.27921759108999,3.15
Warangal,Red Gram,6.7,112,58,31,33.38377783006688,235.9339547430381,66.48434183282413,2.76
Suryapet,Sesame,5.9,102,23,69,22.015336516755,488.6859868580727,66.70354920394621,2.32
Khammam,Soybean,6.6,164,57,46,24.76981509476454,529.5371826704556,76.99972325760447,4.74
Suryapet,Red Gram,5.6,27,44,74,25.109368670375858,334.34926164315596,65.19251199217534,2.19
Peddapalli,Rice,7.2,75,41,25,24.777888212922345,515.9262336053965,84.4631964692893,5.17
Peddapalli,Rice,6.7,72,20,77,23.90066204005573,592.6026533566875,42.55075067062744,4.92
Karimnagar,Maize,5.7,49,59,30,31.053338977739273,331.03951485136076,76.19199726601339,4.03
Karimnagar,Jowar,6.5,108,66,28,23.680700525608643,460.8571702896033,53.68601059857511,3.37
Jogulamba Gadwal,Ragi,7.1,151,54,28,23.61330032731016,264.8174772251133,71.77882204925831,3.64
Rajanna Sircilla,Bengal Gram,6.6,112,71,20,33.12626894125222,565.3139198092376,42.06515505073257,3.02
Nizamabad,Chilli,5.1,70,22,58,27.83289392451158,736.3069739559089,74.71353290257005,3.45
Bhadradri Kothagudem,Chilli,6.5,139,66,69,35.677990699556496,653.3466625073845,65.76956635242618,4.16
Mahabubnagar,Bengal Gram,7.0,65,30,56,36.52334271671366,241.40924255579932,55.30880061086282,2.14
Rajanna Sircilla,Chilli,7.3,137,63,20,32.871779039568246,531.8699438633325,71.12721384822486,3.67
Jangaon,Sunflower,6.8,163,28,20,26.289151408364184,840.4536266540158,84.8347983142016,4.27
Bhadradri Kothagudem,Maize,5.5,58,42,49,37.2770356932439,563.7263546802737,76.9226403097011,4.52
Vikarabad,Sesame,5.8,33,25,48,32.47362180272491,309.5837585863793,54.447450360494145,2.22
Jogulamba Gadwal,Sesame,7.1,133,70,60,30.20054642806884,250.02642041446526,69.99954357746074,3.06
Medchal Malkajgiri,Onion,6.6,58,24,59,25.968249412254472,897.4854064906049,42.29994054569852,26.25
Medak,Soybean,7.3,72,38,43,27.244707479292956,399.726961007068,80.86027885095129,3.16
Nirmal,Maize,6.8,49,77,38,37.34166757023155,582.6102552542413,42.833774406116014,4.3
Siddipet,Bajra,7.5,137,34,36,30.95120235102322,819.8310920654825,72.86065602941801,4.2
Suryapet,Groundnut,6.0,30,72,48,34.46020067456701,309.4170008186136,82.89977145182948,3.32
Wanaparthy,Red Gram,7.0,21,32,25,36.36354186594175,487.52883390983664,84.35355083024149,1.67
Nagarkurnool,Sesame,5.0,143,44,38,30.53129834862435,501.4569478657081,57.19736957784973,3.65
Kamareddy,Ragi,5.1,170,78,31,35.36231976856151,816.2786011538175,84.07404369852087,4.75
Nirmal,Red Gram,6.7,104,65,68,35.08099813913283,736.6729847068023,53.653920750932066,3.09
Yadadri Bhuvanagiri,Soybean,6.7,170,63,28,27.098234327186034,859.8478574033944,83.4454107817746,4.78
Medak,Maize,5.4,123,31,43,31.730596600304324,787.5334083375425,79.73282913201882,5.2
Jangaon,Jowar,5.1,33,37,49,24.862363822645168,749.8051447201702,60.297180067703344,2.76
Khammam,Sesame,6.7,55,30,20,33.055753438456094,779.1712820488965,63.279582229379514,2.72
Jogulamba Gadwal,Sunflower,6.6,150,47,32,32.121876574642314,889.1980059710214,74.52235374604066,4.49
Kamareddy,Bajra,6.5,89,42,54,25.136267936396067,238.8736217617561,46.13679916484723,3.21
Rangareddy,Sesame,5.9,98,70,69,33.66710188428931,771.5068671402411,41.98560893249263,3.56
Jangaon,Onion,7.0,124,75,66,27.045323576387858,271.86867300179694,60.76754143194972,26.6
Mahabubnagar,Red Gram,5.8,136,31,78,30.92987891430147,526.0188070820468,71.15042987612813,3.55
Adilabad,Bengal Gram,7.0,110,41,80,27.012684304186507,817.7462996171048,64.27636017012652,3.41
Medak,Bengal Gram,6.6,58,37,46,35.824366729310384,516.0010115605489,49.136827874081185,2.51
Wanaparthy,Bengal Gram,5.1,123,58,27,27.48680826295346,644.1891945370637,75.20354367255553,3.08
Karimnagar,Maize,7.1,107,59,37,30.76185787889662,805.8710624342035,72.068175935404,5.43
Rajanna Sircilla,Soybean,5.1,52,72,60,35.748301288468,452.20533300718444,46.03999805000581,3.59
Yadadri Bhuvanagiri,Maize,5.4,99,33,32,26.42321850913374,501.4685356178698,74.67527111550554,5.08
Warangal,Maize,6.9,144,42,61,32.57119899783108,216.5892644656008,75.90842952854965,5.04
Vikarabad,Sugarcane,5.1,126,63,72,37.783882256423595,328.6102809115372,83.33124112153871,67.06
Medak,Rice,5.1,66,25,25,22.79297034972032,219.959581577591,68.20657029069477,3.91
Bhadradri Kothagudem,Maize,6.1,33,58,37,35.16351093654477,306.87362502140263,73.23485892974315,3.96
Suryapet,Soybean,6.7,171,26,39,27.381972266046425,502.2702997585419,78.1472696921076,4.17
Mahabubnagar,Bajra,5.1,62,63,31,28.849641771302558,466.24029657509334,83.90704785512241,3.47
Komaram Bheem Asifabad,Cotton,6.3,79,24,78,27.17413657101072,688.4120038542785,72.51009747599606,3.96
Nirmal,Jowar,5.5,135,71,50,35.55373088356388,746.0983712714109,42.515034590195185,4.18
Jagtial,Rice,6.8,56,44,23,24.06537003686232,237.6964565804372,55.357630707870776,4.7
Medak,Bajra,6.2,66,63,65,31.382415127388832,776.4764955764851,50.248315439141585,3.42
Khammam,Sugarcane,5.1,36,64,30,34.51670602599221,406.30755899235436,50.402759660671904,66.02
Medak,Groundnut,6.9,172,78,42,36.03214170386952,452.97058141808316,58.844460354600244,4.17
Wanaparthy,Sesame,6.1,98,68,41,32.55685721722665,771.1455843616368,78.79341793921304,3.06
Mancherial,Sunflower,5.7,34,29,79,35.542765592738505,547.1955200567472,43.83903530198046,2.86
Suryapet,Maize,7.2,72,26,66,33.78480152273412,600.1300828280862,76.70962797778843,4.35
Yadadri Bhuvanagiri,Red Gram,7.4,97,68,25,37.73458960026143,738.4867012072707,76.68030353785461,2.65
Jogulamba Gadwal,Sugarcane,6.2,92,22,38,37.24036983661023,422.10499414406365,59.64076536344608,66.14
Wanaparthy,Maize,5.6,98,54,33,32.4861393160965,687.1830372747531,72.45316345667126,5.13
Mahabubabad,Chilli,5.9,43,49,25,29.937815424119915,859.4069057953476,51.93220744354315,3.78
Medak,Groundnut,6.9,50,50,40,25.704346687873752,644.2759504135306,83.88723321967264,3.68
Jagtial,Onion,6.5,110,63,23,31.078832836037144,836.8489116339916,83.89395238781879,27.28
Medchal Malkajgiri,Chilli,6.8,96,30,46,36.340800378295796,387.6116811261636,84.43151329350584,3.18
Narayanpet,Bengal Gram,5.4,55,30,44,22.192303327419125,381.5313797318555,69.78011792100683,2.27
Hanumakonda,Rice,6.3,91,44,65,36.63134714201419,820.8819500374973,61.809332623660104,5.1
Medchal Malkajgiri,Ragi,5.7,130,45,49,22.67878128651762,326.72237610905506,52.791016633904874,3.71
Medak,Soybean,6.1,170,26,54,23.794968434727544,374.76732180122934,69.75920682843503,3.98
Nalgonda,Ragi,6.9,37,31,65,23.13050855284353,525.9874491437577,66.24823593719408,2.77
Jayashankar Bhupalpally,Sunflower,6.1,70,24,62,30.088768579905246,818.4833967120755,83.9090284016475,4.09
Hyderabad,Cotton,6.2,110,43,75,30.596017214590177,474.20068286218657,75.0876632482819,4.36
Narayanpet,Ragi,5.3,178,22,49,27.068813886542536,797.8342441117433,81.59251816607943,4.44
Mahabubnagar,Groundnut,7.5,115,66,52,33.11001578722667,413.87356874248235,46.117109216624215,3.96
Mahabubabad,Cotton,6.3,100,56,63,25.268175616032952,507.0285200846115,45.03463125955898,4.75
Peddapalli,Bengal Gram,5.9,139,78,77,35.474418764998035,876.4344486669158,52.84701238357656,3.69
Nirmal,Rice,5.7,173,27,57,36.546351853733086,736.3154067414729,84.76984254475124,5.9
Adilabad,Sunflower,6.4,174,41,40,33.243500942324886,457.83599775780857,61.107875530416784,4.33
Hanumakonda,Sesame,6.1,176,56,67,31.478345444405747,541.9712892078735,73.82583489518967,3.73
Nirmal,Sesame,6.3,132,40,56,22.732349947884572,587.5804834346218,61.70268243690364,2.72
Mahabubabad,Groundnut,6.7,37,76,70,27.035525038527176,733.4374037906038,63.010322882018315,3.83
Narayanpet,Bengal Gram,6.6,58,55,32,27.651309951682663,703.2637009903935,79.33394250127725,2.9
Mahabubabad,Groundnut,5.8,173,32,31,27.376521318891015,362.59105354762517,63.582926000544916,3.79
Medak,Ragi,5.1,62,46,51,31.27398874819231,810.8888228628335,48.43539019922409,3.77
Medchal Malkajgiri,Rice,5.3,178,76,39,32.23866874027421,345.83619498377317,41.414876101050965,6.4
Medak,Sesame,6.5,47,66,67,37.53300354457357,893.1246708460469,78.58578149686961,2.46
Sangareddy,Red Gram,6.5,151,47,30,26.886602601815863,827.3796262186543,73.21485891509172,3.81
Siddipet,Bajra,5.7,67,49,28,23.811737780064668,669.8339526470809,81.36073184977951,3.23
Jayashankar Bhupalpally,Groundnut,7.4,65,58,72,25.54284368155114,670.5091043442669,55.893768580729784,4.13
Vikarabad,Bengal Gram,5.3,32,62,79,31.177735967652723,496.77146536237666,73.62609722210789,2.65
Nizamabad,Cotton,6.9,67,80,64,23.912408596618853,211.20047628968425,67.8057105069722,3.97
Khammam,Rice,7.0,156,54,61,31.5164017032695,664.2717951972668,57.95447270027,6.03
Khammam,Rice,5.5,30,23,64,36.75083305475154,507.9457228547048,44.30079111491995,4.48
Nirmal,Cotton,5.1,27,27,65,30.945840605766477,217.85340580064948,73.26262233900361,3.55
Siddipet,Bajra,5.6,144,58,62,24.35341333077706,564.2022989764755,53.868831490529224,3.95
Vikarabad,Ragi,6.7,164,42,25,33.41009931810783,284.9177059701145,57.1250853729444,3.6
Jayashankar Bhupalpally,Chilli,7.3,77,43,63,32.73331430789854,648.1957341919357,57.26413120322141,3.8
Rajanna Sircilla,Onion,6.6,33,33,42,34.889395355635024,261.4610766708468,67.8338359719493,26.13
Bhadradri Kothagudem,Cotton,6.0,58,72,45,36.04900857505113,402.47446886075113,83.59612687990885,4.11
Wanaparthy,Sugarcane,7.2,134,32,62,34.135499140257195,206.32679475732812,69.93977987040329,66.45
Rajanna Sircilla,Rice,5.1,174,64,51,24.12017747280763,470.4524502340289,67.75043781812737,6.18
Suryapet,Rice,6.4,98,23,61,32.18471264075305,837.738109414101,62.7540314015786,5.51
Mulugu,Bengal Gram,5.6,137,27,59,22.04794478003206,674.7342411802153,56.59421842821593,3.06
Yadadri Bhuvanagiri,Sunflower,5.8,105,35,54,28.515254342222562,832.6614314285512,80.91768996900123,4.41
Jangaon,Rice,5.2,125,36,30,25.66083752977771,472.00602255503196,82.04076210492474,5.31
Mahabubnagar,Ragi,6.7,66,48,72,34.227417681281025,426.1134545968588,48.07910077471321,2.71
Jangaon,Maize,7.2,145,32,20,25.976227479805992,800.204210687083,47.871814053534806,4.98
Medak,Cotton,7.3,180,78,22,34.18046465344522,856.0278697152839,77.69712515471156,5.45
Siddipet,Jowar,6.6,153,23,42,31.288361168580153,384.568099199497,83.13346512964307,4.13
Jagtial,Chilli,5.7,176,23,61,22.09248105789043,494.3396834339654,77.64540054295833,3.81
Nalgonda,Bajra,7.5,176,72,33,29.339437436392934,241.64638806922707,59.42982939171181,4.11
Nirmal,Red Gram,5.7,180,39,24,27.005751875679422,521.2378453705342,44.58280210462854,3.24
Bhadradri Kothagudem,Red Gram,5.0,114,24,28,30.328827339431193,423.2491682467107,47.78666404442452,3.14
Mahabubabad,Ragi,5.4,125,42,40,27.08132144646924,315.3628696658938,46.59178094879861,3.61
Bhadradri Kothagudem,Chilli,6.8,103,38,49,35.785856814000795,413.7610214566854,56.206736193045444,3.96
Hanumakonda,Groundnut,7.1,102,65,49,30.277736178720346,274.3421814591421,72.30561751771046,3.74
Hyderabad,Ragi,7.0,122,59,67,27.362177999929862,414.9862829145294,75.12588755666391,3.45
Medak,Bengal Gram,6.7,137,44,54,24.357633299916234,591.9218630389967,45.08774450441462,3.9
Medak,Soybean,5.2,102,69,80,31.603819882978385,830.7456249498888,78.56185636100363,5.09
Karimnagar,Bajra,5.7,65,70,72,24.410737033752884,253.58341625137354,52.92996001666922,3.08
Hyderabad,Red Gram,6.7,135,37,55,33.77673206158938,409.4976968987346,44.393933993988654,3.06
Nirmal,Chilli,7.4,21,72,20,29.93530266601273,731.8349186612877,51.39490379689286,3.58
Siddipet,Rice,6.3,43,33,33,28.608191617536455,630.2837367285707,72.84727084107195,4.59
Vikarabad,Rice,7.4,143,53,78,34.6491103583011,671.9339229893316,71.48836768128432,5.99
Khammam,Bengal Gram,6.2,40,31,55,27.79737310523576,617.8459257271081,51.14894509443752,2.41
Nagarkurnool,Bajra,5.7,94,66,29,23.489530702137383,348.51840000880986,65.92675146545795,3.14
Narayanpet,Onion,5.6,36,66,79,32.03809629194822,703.2037120015377,80.41387952444094,27.08
Jayashankar Bhupalpally,Chilli,7.4,23,73,21,25.27041558166202,553.9032282178598,41.72422556353217,2.92
Vikarabad,Onion,5.9,59,36,35,35.907442835259005,464.4052654624434,65.48781844139134,26.32
Medak,Chilli,6.4,149,60,45,24.70964721738041,284.0574438927774,45.103575443229836,3.61
Nagarkurnool,Red Gram,5.1,21,30,63,32.32309757046169,262.75050962072436,84.14235052762848,1.84
Nalgonda,Sunflower,5.5,59,59,31,34.147785342952055,243.62526860306738,41.668320412390905,3.27
Sangareddy,Cotton,5.1,50,46,68,37.31185084605303,672.0665008347462,83.9807003997547,3.45
Medak,Soybean,5.8,146,45,39,33.324169719358906,427.4621292134244,77.39004345237126,3.96
Jangaon,Maize,5.8,42,21,33,24.733102956381668,407.27351114716174,65.93498242994174,3.68
Vikarabad,Maize,5.7,168,49,33,34.78952504790536,467.2046844435596,52.500454278503724,5.09
Jangaon,Bajra,6.1,84,68,36,31.72797387340113,657.4790745684472,52.020935568899574,3.63
Peddapalli,Groundnut,5.8,141,29,46,23.906187584555795,434.23169164823196,69.6473614619965,4.36
Mahabubabad,Groundnut,5.6,121,21,55,28.49724589911404,718.71490818778,51.365465061911436,3.88
Hanumakonda,Groundnut,5.8,159,64,80,23.846209873034617,681.0733079121748,49.674386232440455,5.02
Medchal Malkajgiri,Rice,6.5,147,71,21,30.345324584117602,738.1704169418671,49.099023576896805,6.08
Vikarabad,Cotton,6.6,153,57,30,36.92982468447402,503.3879673813298,41.7190698551584,4.58
Nirmal,Bajra,6.8,115,42,68,31.040250097719618,201.6950513085693,67.65713411355672,3.62
Vikarabad,Onion,6.3,107,58,63,25.808649133488224,778.1269853112973,57.67792878349715,27.53
Jayashankar Bhupalpally,Bajra,6.3,145,63,53,29.118132156393827,461.30344447237246,58.0339069734238,4.51
Rangareddy,Onion,7.1,127,60,34,33.98336419481217,449.66045829252283,74.11539573062777,27.31
Jagtial,Bengal Gram,6.6,91,26,25,31.52186647707311,839.6090040914984,78.21736729475117,2.77
Nirmal,Bengal Gram,6.9,35,20,49,37.312378232818006,364.6187043393593,75.82233519901968,1.66
Suryapet,Sunflower,6.8,161,65,55,36.4090433959242,865.703976475534,46.2095904151364,4.7
Kamareddy,Ragi,7.0,156,28,42,22.995055987486264,433.8872989105588,47.764282769449125,3.38
Karimnagar,Sunflower,5.1,75,76,59,32.82247022586239,403.0811254672228,49.426339158728645,3.03
Hanumakonda,Soybean,5.7,175,45,77,35.99411491470399,899.490399439656,41.66943471014857,5.56
Khammam,Sugarcane,6.7,62,76,21,33.01387920012138,869.579518293523,43.93692350584293,66.47
Rajanna Sircilla,Soybean,5.3,98,41,62,35.05027748554092,375.2149836723467,62.26036256486529,3.29
Hyderabad,Cotton,5.3,159,66,59,28.58476472219023,817.76074206611,49.00704401446545,5.51
Suryapet,Soybean,5.6,156,52,75,31.89982344204941,737.2105176521989,44.426241457427764,4.96
Peddapalli,Cotton,5.0,44,76,43,33.399358788189126,600.13048893746,82.24524253896857,3.77
Nizamabad,Rice,6.3,54,50,63,37.02141532424268,332.86063016784215,52.220066501524315,4.5
Hanumakonda,Bajra,7.3,28,77,72,30.552233820744675,563.790314728898,53.467797210014275,3.27
Vikarabad,Onion,5.8,139,43,68,37.33991800082035,807.1094989293332,77.96185152044725,27.08
Mahabubabad,Cotton,6.8,115,78,63,23.97707170775554,232.87796260284597,67.7314827033684,4.3
Jayashankar Bhupalpally,Jowar,5.2,98,55,78,31.120564152625402,716.3045489580153,62.06117851765714,4.2
Rajanna Sircilla,Soybean,5.3,41,22,60,37.84795668253529,314.29069111337304,81.13913313932039,3.01
Mancherial,Bengal Gram,5.4,178,63,71,31.813484920719887,464.0987810835722,55.5531452201973,4.17
Jogulamba Gadwal,Bajra,5.2,138,29,24,28.776150488478336,407.3969913592906,59.34996635445495,4.14
Nagarkurnool,Sunflower,5.6,107,67,77,24.570494360261087,392.52084324401267,54.194382146304505,3.65
Hyderabad,Rice,5.9,169,29,33,28.290990931545657,207.27523643388602,77.92140484471379,5.47
Komaram Bheem Asifabad,Cotton,6.5,144,29,71,24.61677223948599,570.441470041075,44.20355114545572,4.58
Mancherial,Groundnut,7.3,93,20,48,31.21254561343953,308.8601588681811,50.13764271779324,3.46
Jayashankar Bhupalpally,Chilli,6.7,33,73,40,22.674674838206442,401.49254979260513,76.11779148732782,2.68
Rangareddy,Sugarcane,5.3,39,63,74,35.532355834801535,471.643034577154,66.48973309247735,65.86
Vikarabad,Bengal Gram,5.5,161,75,68,24.16128237231202,246.5752119313961,76.41943260506797,3.03
Medchal Malkajgiri,Maize,7.2,123,28,54,35.69073089194359,730.5106559495198,61.051477333897694,4.87
Suryapet,Groundnut,6.0,115,38,65,22.31026177204691,311.68363170134876,54.26097960791773,3.69
Rangareddy,Ragi,6.2,175,38,57,28.379391322437534,780.56837330281,51.0454535928251,4.27
Nizamabad,Jowar,5.1,26,78,79,34.699521948192825,335.8956105881639,41.52961743688229,3.4
Mahabubnagar,Onion,5.5,50,41,71,23.068830889360633,785.2251716701031,56.775453634042435,26.8
Rangareddy,Groundnut,5.4,73,20,41,27.336022617493228,696.8790802845346,42.88196428431261,3.37
Warangal,Sesame,6.0,155,34,56,29.321572352122644,400.8220211467424,67.43729604636609,3.72
Jayashankar Bhupalpally,Groundnut,7.3,92,62,48,33.16909479745786,878.5797676191809,66.13451963384429,4.19
Khammam,Maize,6.3,81,41,41,30.59579837895347,752.1028823842926,48.79570728938276,4.78
Medchal Malkajgiri,Ragi,7.5,72,80,54,26.171239770516436,662.7844456013672,81.3543589595563,3.09
Kamareddy,Onion,5.6,162,55,23,24.833343648176648,750.1966859369811,65.60627351486538,27.04
Yadadri Bhuvanagiri,Maize,6.4,131,70,24,24.539525227452906,318.89885751312374,76.66059946783358,4.42
Medak,Soybean,5.4,30,29,43,36.217662522926446,340.14356623247346,53.154851647252954,2.38
Kamareddy,Sunflower,6.8,62,25,24,22.832511731589136,222.0241053922218,73.53674175611974,2.79
Siddipet,Maize,6.7,100,53,36,31.49328323624008,752.355060901026,84.29730230548282,4.95
Nalgonda,Chilli,6.6,96,59,43,31.488812212940957,311.60263688262853,43.10975546335005,3.4
Siddipet,Groundnut,5.2,150,77,78,25.208207208779072,554.1876262710499,61.48836722117933,4.8
Jangaon,Rice,7.5,157,31,54,31.48910739593446,258.62669004822726,73.29632611717085,5.31
Mancherial,Bengal Gram,5.3,90,43,42,32.06650577810827,892.6324252375092,62.92464860782589,3.28
Nalgonda,Bajra,7.3,111,80,70,35.79236958173085,745.656999008368,78.49824947947567,4.37
Bhadradri Kothagudem,Red Gram,6.1,124,36,44,27.93375184166172,858.5912616597707,75.16998252714171,3.96
Jangaon,Sugarcane,6.2,146,39,70,25.34834223309405,280.9086810004618,81.7553306878591,67.42
Mahabubabad,Jowar,7.3,163,65,64,33.367027591203644,680.1278006033307,80.0634561046362,5.22
Khammam,Soybean,6.8,173,34,77,25.31490465324005,310.99474240641325,66.21303538136348,4.02
Adilabad,Sunflower,5.1,65,76,31,27.08587338102472,251.17567204122838,77.77234934713039,3.37
Jayashankar Bhupalpally,Sunflower,5.3,143,30,48,37.506496163206876,897.3985400770879,55.42242925905643,3.92
Jogulamba Gadwal,Ragi,7.0,65,56,80,32.26516743056537,633.5039195826846,73.42595961389098,3.15
Vikarabad,Sugarcane,6.6,138,31,67,23.208430230533523,250.74014129218097,81.9955354424664,66.22
Nirmal,Cotton,7.2,98,71,78,31.577118532618837,609.6224974657961,62.36209140389006,4.74
Siddipet,Maize,6.7,102,47,42,24.71559564169407,588.6822498463692,52.214597003677746,5.23
Nizamabad,Sesame,5.4,88,42,50,34.85612053022491,813.105455732623,74.95911283295945,2.85
Narayanpet,Soybean,6.4,36,35,26,32.01773931332564,244.199219176243,72.2364824438845,3.19
Jagtial,Sugarcane,5.3,63,60,35,30.3575373740435,441.6454720160266,82.16347442007022,66.57
Rangareddy,Soybean,7.4,98,25,25,24.509968332894672,390.38977724368465,74.33374694420365,3.14
Khammam,Soybean,6.2,65,52,42,29.476299174545353,538.9381294829348,40.229853652485204,3.61
Suryapet,Sunflower,6.2,155,53,53,26.4088605416251,292.4651826539521,78.26630361467886,3.63
Mahabubabad,Jowar,6.4,38,43,21,32.539621498894014,257.68749517991955,49.50345547459722,3.05
Adilabad,Soybean,6.7,166,48,79,30.7083640948535,689.7696465538277,73.67591738904204,4.58
Khammam,Cotton,7.1,121,27,64,22.18426259791216,829.329148103261,67.880612061165,4.6
Jagtial,Sesame,5.7,22,30,75,28.118940441054598,351.2819951392224,49.483198057613755,2.34
Adilabad,Ragi,5.8,98,75,43,31.913414779683794,598.9007464318552,52.92251959006844,3.72
Kamareddy,Groundnut,6.3,144,37,34,25.465341291754356,859.6755570611134,74.67974769080945,4.04
Karimnagar,Bajra,7.3,178,31,66,31.813700564794793,212.7590286534523,67.623830990192,4.43
Warangal,Ragi,5.1,142,73,54,31.859312244572216,430.1833223982912,73.76583482397682,4.18
Hanumakonda,Chilli,6.5,122,54,71,33.44773709530248,580.265362626775,69.49612023974201,4.67
Medak,Red Gram,7.3,149,47,79,30.290295105604507,832.6005085591684,54.17091348944325,3.7
Medak,Sugarcane,5.3,99,34,24,24.166667951910878,624.3494976917352,65.42354435287876,66.49
Jogulamba Gadwal,Jowar,6.5,174,46,41,27.822569414848815,893.545933591235,42.71799692663279,4.42
Mahabubnagar,Soybean,5.3,76,60,40,37.26716933788975,699.9130829954779,78.88545486702388,4.16
Nizamabad,Sunflower,6.0,58,68,65,23.586237496651897,433.07599166253397,79.74925040783975,2.73
Karimnagar,Sugarcane,5.2,40,51,80,27.206013130568966,838.1820428284708,60.59409790816348,67.12
Mulugu,Rice,6.7,39,80,34,33.15984908187488,499.4533773306111,80.77393411990111,4.99
Mahabubnagar,Chilli,7.4,50,42,50,27.72264776223893,697.192822137326,74.37949824185947,3.0
Hanumakonda,Chilli,6.0,104,45,33,26.808990994011793,431.2986442388426,74.48874594739922,3.27
Narayanpet,Onion,6.0,128,70,60,30.900152034121547,838.3112031072299,75.4941965313839,27.64
Karimnagar,Red Gram,6.8,110,20,36,23.31585310008081,410.6412461820048,77.92874874441304,2.27
Mulugu,Jowar,6.8,167,56,47,28.205244911062024,519.4412230188148,55.57044807862014,4.77
Nirmal,Cotton,5.5,83,31,52,24.495554728002453,568.1663283676469,51.70119453234054,3.63
Medak,Sunflower,5.8,47,80,57,37.85042200098525,821.9415352523338,65.1612869264664,3.06
Mahabubnagar,Soybean,7.2,86,37,78,22.363447023003566,431.4525332551276,47.19397426704733,4.03
Karimnagar,Maize,6.4,48,39,29,35.20491484646016,806.0689220273858,47.05699283053637,4.48
Mahabubabad,Rice,7.4,30,38,74,32.887697661864806,469.7652192431362,67.65103151495241,4.25
Komaram Bheem Asifabad,Sesame,5.4,172,52,56,24.640133870979895,697.0290291173944,49.3606325112089,3.88
Mahabubabad,Cotton,5.1,65,69,72,29.515791842571794,825.6524736486879,77.60726508601442,4.5
Jogulamba Gadwal,Red Gram,6.9,129,46,72,22.673563188988567,607.7565463572338,46.6788127288044,3.28
Medchal Malkajgiri,Bengal Gram,6.5,175,29,60,26.180310650405318,879.0619222178801,78.61628229351308,4.08
Nirmal,Bajra,5.9,52,47,42,28.37923634886333,541.6869330169279,84.04134629777637,3.16
Yadadri Bhuvanagiri,Groundnut,6.7,145,47,70,37.04676410092052,292.43676970368165,84.89092433040076,4.19
Kamareddy,Bajra,5.7,178,26,36,35.7598347647618,879.139346964008,44.56407772932177,4.74
Mulugu,Soybean,6.5,83,55,52,32.51382888376624,655.6617641083184,65.90993486859763,3.6
Wanaparthy,Bengal Gram,5.6,58,76,74,22.038099195893615,487.191697318076,64.21450387558272,2.74
Suryapet,Cotton,5.2,115,42,78,28.86148231268374,564.92839728311,81.75550365562319,4.5
Peddapalli,Rice,6.6,123,21,60,27.499499293009563,479.30076752811425,43.21799032091255,5.79
Rangareddy,Sunflower,5.2,142,30,31,22.534792485093906,635.9695279810344,44.54246933708587,4.2
Rangareddy,Sugarcane,5.1,38,25,65,35.447128609396714,648.0540077805426,77.30313678956104,66.63
Kamareddy,Groundnut,6.0,74,65,28,33.66188350555386,655.3341583948832,53.347485746429996,3.29
Yadadri Bhuvanagiri,Sugarcane,6.1,96,47,30,36.75363594680742,515.6175329867228,53.80953239251916,66.48
Nirmal,Chilli,6.7,91,63,58,29.158782342415392,883.1278050462527,72.64464512018347,4.32
Medchal Malkajgiri,Jowar,7.1,116,45,71,33.852571117822826,612.7090484684692,42.698406960183796,4.11
Vikarabad,Sunflower,6.1,40,76,54,26.220112778161905,248.30686233729477,46.193894136117635,2.82
Sangareddy,Soybean,6.6,98,31,38,37.88691330000161,491.3873986263049,75.19243135469503,3.97
Rajanna Sircilla,Bengal Gram,5.4,44,32,67,26.469511175708753,529.3644694315279,61.28411066994684,2.71
Nirmal,Soybean,5.9,128,71,55,34.97272292174465,789.3038517628337,84.76626212770854,4.23
Wanaparthy,Onion,7.0,134,34,77,27.396583323407725,352.5086306722802,50.97220555664754,26.58
Siddipet,Maize,5.0,174,57,55,37.80543044537524,366.5875902091439,63.15623983571054,4.83
Jagtial,Bengal Gram,5.7,88,48,52,23.363246970585465,667.8356789451382,57.30366778286627,3.08
Rangareddy,Chilli,5.4,79,46,56,25.612210898006566,265.9935374528228,57.27306789805956,3.55
Jayashankar Bhupalpally,Bengal Gram,6.1,42,37,43,37.20669835520807,313.67446390012566,78.82907086977377,2.29
Suryapet,Soybean,7.4,163,26,24,26.842603628570583,293.8191934871908,69.12241456417735,4.09
Hyderabad,Red Gram,7.1,68,43,72,24.329224083558337,217.7633271066667,55.98818127676954,1.9
Bhadradri Kothagudem,Bajra,6.3,30,26,79,34.566092345037944,604.2738226249292,52.93075724681548,2.7
Jogulamba Gadwal,Bajra,6.6,122,80,31,26.9266019473233,544.9715117507283,82.09779337672617,4.35
Jagtial,Rice,6.4,31,80,41,26.170619836542087,388.4793600151124,42.26135388435157,4.1
